마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,61121,52606,53823,50193
매출,61121,52606,53823,50193
기타 매출 총계,-,-,-,-
총매출원가,4707,6778,14897,12479
총 이익,56414,45828,38926,37714
총 영업비용,41453,38188,42522,38956
판매/일반/관리 비용 총계,33048,27517,25256,23995
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,3698,3893,2369,2482
영업 이익,19668,14418,11301,11237
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,19668,14418,11301,11237
소득세충당금,4548,3239,2064,2350
세후당기순이익,15120,11179,9237,8887
소액주주지분,-86,-183,-195,-135
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,15034,10996,9042,8752
특별손익항목 총계,-,-,-,-4
순이익,15034,10996,9042,8748
당기순이익에 대한 조정 총계,-468,-496,-530,-526
특별손익항목 제외 보통주주 분배 가능 이익,14566,10500,8512,8226
희석화에 따른 조정,-,-,-,-
희석 당기순이익,14566,10500,8512,8222
희석된 가중 평균 주식,1814,1624,1640,1738
특별손익항목 제외 희석주당순이익,8.03,6.47,5.19,4.73
주당배당금 - 발행 보통주,2.1,1.4,1.3,1.1
희석 정상주당순이익,8.34,6.63,5.19,4.73
