마감 기준:,"2022
31/01","2021
31/01","2020
31/01","2019
31/01"
총매출,4386.4,3790.4,3274.3,2569.8
매출,4386.4,3790.4,3274.3,2569.8
기타 매출 총계,-,-,-,-
총매출원가,418.5,337.1,324.9,285.9
총 이익,3967.9,3453.3,2949.4,2283.9
총 영업비용,3768.8,3161.3,2931.3,2594.8
판매/일반/관리 비용 총계,2194.8,1854.2,1715.9,1524
연구 및 개발,1114.8,932.5,851.1,725
감가상각/무형자산상각,40.7,37.5,38.9,18
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,0.5,41.9
기타 영업비용 총계,-,-,-,-
영업 이익,617.6,629.1,343,-25
영업외이자수익(비용) 순계,-60.6,-89.3,-53.4,-34.5
자산처분이익(손실),-,-,-,-
기타비용 순계,7.7,6.9,5.2,16.8
세전당기순이익,564.7,546.7,294.8,-42.7
소득세충당금,67.7,-661.5,70.7,54.1
세후당기순이익,497,1208.2,224.1,-96.8
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,497,1208.2,224.1,-96.8
특별손익항목 총계,-,-,-9.6,16
순이익,497,1208.2,214.5,-80.8
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,497,1208.2,224.1,-96.8
희석화에 따른 조정,-,-,-,-
희석 당기순이익,497,1208.2,214.5,-80.8
희석된 가중 평균 주식,222,222.1,222.5,218.9
특별손익항목 제외 희석주당순이익,2.24,5.44,1.01,-0.44
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.75,5.4,1.1,-0.32
