마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,45828,18784,32426,36538
매출,45828,18784,32426,36538
기타 매출 총계,-,-,-,-
총매출원가,23724,12422,17046,19466
총 이익,22104,6362,15380,17072
총 영업비용,34159,20867,23679,26932
판매/일반/관리 비용 총계,2145,1184,1509,1449
연구 및 개발,308,629,602,369
감가상각/무형자산상각,7208,5521,6090,5956
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),459,846,-1837,-1036
기타 영업비용 총계,315,265,269,728
영업 이익,11669,-2083,8747,9606
영업외이자수익(비용) 순계,1043,-1057,777,367
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,12712,-3140,9524,9973
소득세충당금,4633,-485,2267,3678
세후당기순이익,8079,-2655,7257,6295
소액주주지분,-,-46,-68,-48
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,8079,-2701,7189,6247
특별손익항목 총계,-,-,-,10
순이익,8079,-2701,7189,6257
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,8079,-2701,7189,6247
희석화에 따른 조정,-,-,-,-
희석 당기순이익,8079,-2701,7189,6257
희석된 가중 평균 주식,1328.15,1078.03,1123.54,1175.54
특별손익항목 제외 희석주당순이익,6.08,-2.51,6.4,5.31
주당배당금 - 발행 보통주,1.98,1.7,1.33,1.16
희석 정상주당순이익,6.3,-2,5.15,4.76
