마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11866.26,9598.11,8252.07,7369.6
총 프리미엄이익,10443.43,8688,7392.65,6906.93
순 투자이익,1164.89,642.47,647.14,581.18
미실현이익 (손실),257.94,267.65,212.28,-118.51
기타 매출 총계,-,-,-,-
총 영업비용,10250.49,8976.44,7121.39,7580.76
"손익,혜택 및 조정,총",7973.9,6551.02,5363.8,6022.94
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,2276.59,1914.37,1736.69,1549.7
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,511.06,20.9,8.11
기타 영업비용 총계,-,-,-,-
영업 이익,1615.77,621.67,1130.68,-211.15
영업외이자수익(비용) 순계,-70.15,-36.32,-31.69,-31.03
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1545.62,585.35,1098.99,-242.18
소득세충당금,166.54,103.7,89.53,-331.22
세후당기순이익,1379.08,481.65,1009.46,89.04
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1379.08,481.65,1009.46,89.04
특별손익항목 총계,-,32.5,-,-
순이익,1379.08,514.15,1009.46,89.04
당기순이익에 대한 조정 총계,-18.2,-6.33,-11.28,-0.8
특별손익항목 제외 보통주주 분배 가능 이익,1360.89,475.32,998.18,88.24
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1360.89,507.82,998.18,88.24
희석된 가중 평균 주식,39.3,39.73,40.42,40.59
특별손익항목 제외 희석주당순이익,34.62,11.96,24.7,2.17
주당배당금 - 발행 보통주,6.2,6.2,5.75,5.3
희석 정상주당순이익,34.62,22.55,25.17,2.3
