마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5190.1,4895.8,4357.7,4145.9
매출,5190.1,4895.8,4357.7,4145.9
기타 매출 총계,-,-,-,-
총매출원가,2926.6,2681.6,2373.7,2305.1
총 이익,2263.5,2214.2,1984,1840.8
총 영업비용,4111,3866.1,3517.5,3354.2
판매/일반/관리 비용 총계,969.9,1084.9,1042.6,959.4
연구 및 개발,105.2,102.6,93.6,89.7
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),109.3,-3,7.6,-
기타 영업비용 총계,-,-,-,-
영업 이익,1079.1,1029.7,840.2,791.7
영업외이자수익(비용) 순계,-45.1,-53.8,-65.4,-68.3
자산처분이익(손실),-,-,-,-
기타비용 순계,-2.3,-2.1,-1.1,-3.9
세전당기순이익,1031.7,973.8,773.7,719.5
소득세충당금,204.2,187.9,157.8,150.9
세후당기순이익,827.5,785.9,615.9,568.6
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,827.5,785.9,615.9,568.6
특별손익항목 총계,-,-,-,-
순이익,827.5,785.9,615.9,568.6
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,827.5,785.9,615.9,568.6
희석화에 따른 조정,-,-,-,-
희석 당기순이익,827.5,785.9,615.9,568.6
희석된 가중 평균 주식,249.6,252.2,252.1,250.7
특별손익항목 제외 희석주당순이익,3.32,3.12,2.44,2.27
주당배당금 - 발행 보통주,1.01,0.96,0.91,0.87
희석 정상주당순이익,3.67,3.11,2.47,2.27
