마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,29882,17337,45768,44541
매출,29882,17337,45768,44541
기타 매출 총계,-,-,-,-
총매출원가,12821,9739,17637,17523
총 이익,17061,7598,28131,27018
총 영업비용,30941,27758,42703,41885
판매/일반/관리 비용 총계,12915,13217,16394,15731
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2335,2365,2318,2157
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-4455,-966,641,793
기타 영업비용 총계,7325,3403,5713,5681
영업 이익,-1059,-10421,3065,2656
영업외이자수익(비용) 순계,-1782,-1186,-968,-938
자산처분이익(손실),-,-,-,-
기타비용 순계,293,154,159,166
세전당기순이익,-2548,-11453,2256,1884
소득세충당금,-555,-2568,570,472
세후당기순이익,-1993,-8885,1686,1412
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-1993,-8885,1686,1412
특별손익항목 총계,-,-,-,-
순이익,-1993,-8885,1686,1412
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-1993,-8885,1686,1412
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-1993,-8885,1686,1412
희석된 가중 평균 주식,644.01,483.89,444.27,465.66
특별손익항목 제외 희석주당순이익,-3.09,-18.36,3.79,3.03
주당배당금 - 발행 보통주,-,0.1,0.4,0.4
희석 정상주당순이익,-7.56,-19.61,5.26,4.72
