마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7822,7556.1,8200,4363.55
매출,7822,7556.1,8200,4363.55
기타 매출 총계,-,-,-,-
총매출원가,5400,5419,5922,3129.66
총 이익,2422,2137.1,2278,1233.88
총 영업비용,6946,6811.6,7536.9,3890.11
판매/일반/관리 비용 총계,1002,877.1,1103.6,633.24
연구 및 개발,176,162.1,209.9,87.45
감가상각/무형자산상각,287,282.4,238.4,39.75
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),81,71,63,17.6
기타 영업비용 총계,-,-,-,-
영업 이익,876,744.5,663.1,473.44
영업외이자수익(비용) 순계,-149,-197.4,-224.5,-116.05
자산처분이익(손실),-,-,-,-
기타비용 순계,10,10.1,8.2,10.19
세전당기순이익,737,557.2,446.8,367.58
소득세충당금,172,144.9,120.3,91.08
세후당기순이익,565,412.3,326.5,276.5
소액주주지분,-7,2.1,0.2,3.24
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,558,414.4,326.7,279.74
특별손익항목 총계,-,-,-,15.2
순이익,558,414.4,326.7,294.94
당기순이익에 대한 조정 총계,-2,-1.2,-1,-
특별손익항목 제외 보통주주 분배 가능 이익,556,413.2,325.7,279.74
희석화에 따른 조정,-,-,0.4,-
희석 당기순이익,556,413.2,325.7,294.94
희석된 가중 평균 주식,188.1,190.4,177.3,96.46
특별손익항목 제외 희석주당순이익,2.96,2.17,1.84,2.9
주당배당금 - 발행 보통주,0.48,0.48,0.48,0.48
희석 정상주당순이익,3.29,2.62,2.1,2.9
