마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,10187.8,9595.8,10089.4,8058.2
총 프리미엄이익,9745,9318.1,9345.5,7521.9
순 투자이익,314.4,266.2,675,598.4
미실현이익 (손실),128.4,11.5,68.9,-62.1
기타 매출 총계,-,-,-,-
총 영업비용,9293,8924,9261.3,7624.4
"손익,혜택 및 조정,총",2195.7,2264.9,2654.7,2342.6
정책획득비용 상환,3835.8,3591.5,3322.1,2300.8
판매/일반/관리 비용 총계,3240.6,3047.9,3210.1,2980.4
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),20.9,19.7,74.4,0.6
기타 영업비용 총계,-,-,-,-
영업 이익,894.8,671.8,828.1,433.8
영업외이자수익(비용) 순계,-111.8,-91,-273.6,-100.3
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,783,580.8,554.5,333.5
소득세충당금,169.5,60.4,167.7,79.4
세후당기순이익,613.5,520.4,386.8,254.1
소액주주지분,-,-0.9,-4.2,-1.6
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,613.5,519.5,382.6,252.5
특별손익항목 총계,758.9,-77.7,-,-1.5
순이익,1372.4,441.8,382.6,251
당기순이익에 대한 조정 총계,-4.7,-18.7,-18.7,-14.2
특별손익항목 제외 보통주주 분배 가능 이익,608.8,500.8,363.9,238.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1367.7,423.1,363.9,236.8
희석된 가중 평균 주식,60.12,63.18,62.31,59.55
특별손익항목 제외 희석주당순이익,10.13,7.93,5.84,4
주당배당금 - 발행 보통주,2.66,2.55,2.43,2.28
희석 정상주당순이익,10.4,8.21,6.67,4.01
