마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,22845,14198,14402,18628
매출,22845,14198,14402,18628
기타 매출 총계,-,-,-,-
총매출원가,13926,11421,13098,13427
총 이익,8919,2777,1304,5201
총 영업비용,14479,11862,13338,13867
판매/일반/관리 비용 총계,487,354,414,443
연구 및 개발,55,42,104,105
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,7,18
특별비용(수익),-80,-114,-390,-215
기타 영업비용 총계,91,159,105,89
영업 이익,8366,2336,1064,4761
영업외이자수익(비용) 순계,-536,-598,-620,-945
자산처분이익(손실),-,-,-,-
기타비용 순계,-171,59,-138,76
세전당기순이익,7659,1797,306,3892
소득세충당금,2299,944,510,1114
세후당기순이익,5360,853,-204,2778
소액주주지분,-1059,-266,-50,-292
관계회사 주식,5,12,12,8
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4306,599,-242,2494
특별손익항목 총계,-,-,3,108
순이익,4306,599,-239,2602
당기순이익에 대한 조정 총계,-7,-3,-,-4
특별손익항목 제외 보통주주 분배 가능 이익,4299,596,-242,2490
희석화에 따른 조정,-,-,-,-
희석 당기순이익,4299,596,-239,2598
희석된 가중 평균 주식,1482,1461,1451,1458
특별손익항목 제외 희석주당순이익,2.9,0.41,-0.17,1.71
주당배당금 - 발행 보통주,0.3,0.05,0.2,0.2
희석 정상주당순이익,2.86,0.37,-0.34,1.6
