마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5254.7,4634.4,4563.9,6452.7
매출,5254.7,4634.4,4563.9,6452.7
기타 매출 총계,-,-,-,-
총매출원가,2247.6,2025.9,2080.7,3131.4
총 이익,3007.1,2608.5,2483.2,3321.3
총 영업비용,4459.9,4095,4079.2,5274.3
판매/일반/관리 비용 총계,1823.6,1729.8,1682.4,1723.6
연구 및 개발,354.8,320.7,320.3,414.3
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),33.9,18.6,-4.2,5
기타 영업비용 총계,-,-,-,-
영업 이익,794.8,539.4,484.7,1178.4
영업외이자수익(비용) 순계,-103.2,970.7,-142.6,-97
자산처분이익(손실),-,-,-,-
기타비용 순계,-14.1,-2.4,-5.4,-3
세전당기순이익,677.5,1507.7,336.7,1078.4
소득세충당금,63.3,55.5,68.6,173.1
세후당기순이익,614.2,1452.2,268.1,905.3
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,614.2,1452.2,268.1,905.3
특별손익항목 총계,-5.8,161.1,470.8,2008.5
순이익,608.4,1613.3,738.9,2913.8
당기순이익에 대한 조정 총계,-34.5,-69,-69,-34.9
특별손익항목 제외 보통주주 분배 가능 이익,579.7,1383.2,199.1,870.4
희석화에 따른 조정,-,-,-,-
희석 당기순이익,573.9,1544.3,669.9,2878.9
희석된 가중 평균 주식,352.3,359,340,350.7
특별손익항목 제외 희석주당순이익,1.65,3.85,0.59,2.48
주당배당금 - 발행 보통주,0.28,0.28,0.28,0.28
희석 정상주당순이익,1.74,3.92,0.61,2.5
