마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1364.59,1057.89,1158.88,1164.76
매출,1364.59,1057.89,1158.88,1164.76
기타 매출 총계,-,-,-,-
총매출원가,417.91,342.97,336.95,328.56
총 이익,946.67,714.92,821.93,836.2
총 영업비용,971.14,739.3,760.51,824.96
판매/일반/관리 비용 총계,104.12,93.22,96.94,94.05
연구 및 개발,-,-,-,-
감가상각/무형자산상각,395.32,288.95,277.88,310.38
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),53.79,14.16,48.74,91.97
기타 영업비용 총계,-,-,-,-
영업 이익,393.44,318.59,398.37,339.8
영업외이자수익(비용) 순계,301.03,598.68,-177.4,-183.34
자산처분이익(손실),30.84,6.48,79.22,229.84
기타비용 순계,19.81,4.12,11.81,13.04
세전당기순이익,745.13,927.87,312.01,399.35
소득세충당금,3.38,0.98,-3.32,1.6
세후당기순이익,741.75,926.9,315.32,397.75
소액주주지분,-5.64,-2.04,-2.96,-0.67
관계회사 주식,107.95,75.98,98.24,100.72
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,844.06,1000.83,410.61,497.8
특별손익항목 총계,-,-,-,229.84
순이익,844.06,1000.83,410.61,497.8
당기순이익에 대한 조정 총계,-28.46,-29.6,-73.22,-68.09
특별손익항목 제외 보통주주 분배 가능 이익,815.6,971.23,337.39,429.71
희석화에 따른 조정,2.62,0.16,0.03,-
희석 당기순이익,818.22,971.39,337.42,429.71
희석된 가중 평균 주식,511.38,431.63,421.8,421.38
특별손익항목 제외 희석주당순이익,1.6,2.25,0.8,1.02
주당배당금 - 발행 보통주,0.67,0.66,1.12,1.12
희석 정상주당순이익,1.64,2.27,0.75,0.69
