마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12168.3,9636.57,9165.26,8614.87
매출,12168.3,9636.57,9165.26,8614.87
기타 매출 총계,-,-,-,-
총매출원가,10110.68,7993.67,7492.97,7123.29
총 이익,2057.62,1642.9,1672.29,1491.58
총 영업비용,11122.77,8923.45,8431.43,7933.85
판매/일반/관리 비용 총계,230.48,213.59,226.73,194.18
연구 및 개발,-,-,-,-
감가상각/무형자산상각,557.09,527.38,499.14,435.89
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,224.51,188.81,212.59,180.49
영업 이익,1045.53,713.12,733.83,681.02
영업외이자수익(비용) 순계,-45.76,-47.09,-52.93,-40.2
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,999.77,666.02,680.89,640.82
소득세충당금,238.97,159.99,164.57,148.01
세후당기순이익,760.81,506.04,516.32,492.8
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,760.81,506.04,516.32,492.8
특별손익항목 총계,-,-,-,-3.22
순이익,760.81,506.04,516.32,489.58
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,760.81,506.04,516.32,492.8
희석화에 따른 조정,-,-,-,-
희석 당기순이익,760.81,506.04,516.32,489.58
희석된 가중 평균 주식,106.59,106.77,108.31,110.43
특별손익항목 제외 희석주당순이익,7.14,4.74,4.77,4.46
주당배당금 - 발행 보통주,1.18,1.08,1.04,0.96
희석 정상주당순이익,7.14,4.74,4.77,4.46
