마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,15295,14445,22408,23995
매출,15295,14445,22408,23995
기타 매출 총계,-,-,-,-
총매출원가,13279,12900,20123,21009
총 이익,2016,1545,2285,2986
총 영업비용,13495,17049,22856,21528
판매/일반/관리 비용 총계,204,182,227,254
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),12,3967,2506,265
기타 영업비용 총계,13483,13082,20350,21263
영업 이익,1800,-2604,-448,2467
영업외이자수익(비용) 순계,-469,-505,-569,-554
자산처분이익(손실),-,-,-,-
기타비용 순계,-79,-111,-105,-99
세전당기순이익,1252,-3220,-1122,1814
소득세충당금,-216,-278,7,204
세후당기순이익,1468,-2942,-1129,1610
소액주주지분,-11,-3,-2,-1
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1457,-2945,-1131,1609
특별손익항목 총계,-,-,-,47
순이익,1457,-2945,-1131,1656
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1457,-2945,-1131,1609
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1457,-2945,-1131,1656
희석된 가중 평균 주식,892,881,875,877
특별손익항목 제외 희석주당순이익,1.63,-3.34,-1.29,1.83
주당배당금 - 발행 보통주,0.18,0.32,0.72,0.72
희석 정상주당순이익,1.64,-0.42,1.9,2.43
