마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,19363,17565,22376,23306
매출,19363,17565,22376,23306
기타 매출 총계,-,-,-,-
총매출원가,13832,12339,15269,15558
총 이익,5531,5226,7107,7748
총 영업비용,18399,16866,20246,20498
판매/일반/관리 비용 총계,2968,2776,3377,3461
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1097,1091,1306,1328
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),502,660,294,151
기타 영업비용 총계,-,-,-,-
영업 이익,964,699,2130,2808
영업외이자수익(비용) 순계,-165,-411,-490,-533
자산처분이익(손실),-,-,-,-
기타비용 순계,200,41,-36,-494
세전당기순이익,999,329,1604,1781
소득세충당금,188,176,633,483
세후당기순이익,811,153,971,1298
소액주주지분,-2,-,5,-5
관계회사 주식,313,77,250,336
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1122,230,1226,1629
특별손익항목 총계,630,252,-1,383
순이익,1752,482,1225,2012
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1122,230,1226,1629
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1752,482,1225,2012
희석된 가중 평균 주식,392.4,395.7,398.8,414.2
특별손익항목 제외 희석주당순이익,2.86,0.58,3.07,3.93
주당배당금 - 발행 보통주,2,2.05,2.01,1.93
희석 정상주당순이익,3.96,1.48,3.6,4.2
