마감 기준:,"2021
31/08","2020
31/08","2019
31/08","2018
31/08"
총매출,50533.39,44327.04,43215.01,40992.53
매출,50533.39,44327.04,43215.01,40992.53
기타 매출 총계,-,-,-,-
총매출원가,34169.26,30350.88,29900.33,28499.17
총 이익,16364.13,13976.16,13314.69,12493.36
총 영업비용,42911.86,37813.39,36909.94,35093.75
판매/일반/관리 비용 총계,8742.6,7462.51,7009.61,6594.59
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,7621.53,6513.64,6305.07,5898.78
영업외이자수익(비용) 순계,-26.13,36.26,-47.57,-77.28
자산처분이익(손실),-,-,-,-
기타비용 순계,165.71,224.43,-5.71,-13.41
세전당기순이익,7761.12,6774.33,6251.8,5808.09
소득세충당금,1770.57,1589.02,1405.56,1415.85
세후당기순이익,5990.55,5185.31,4846.24,4392.24
소액주주지분,-83.74,-77.47,-67.13,-154.69
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5906.81,5107.84,4779.11,4237.56
특별손익항목 총계,-,-,-,-177.65
순이익,5906.81,5107.84,4779.11,4059.91
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,5906.81,5107.84,4779.11,4237.56
희석화에 따른 조정,6.54,6.33,6.69,95.06
희석 당기순이익,5913.35,5114.16,4785.81,4154.97
희석된 가중 평균 주식,645.91,647.8,650.2,655.3
특별손익항목 제외 희석주당순이익,9.16,7.89,7.36,6.61
주당배당금 - 발행 보통주,3.52,3.2,2.92,2.66
희석 정상주당순이익,9.16,7.89,7.36,6.61
