마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,42838,37030,45115,41625
매출,42838,37030,45115,41625
기타 매출 총계,-,-,-,-
총매출원가,13458,10214,14220,12771
총 이익,29380,26816,30895,28854
총 영업비용,32149,32734,36686,33503
판매/일반/관리 비용 총계,19682,16588,17284,15878
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,54,-,-
영업이자비용(수익) 순계,-746,-,-64,-71
특별비용(수익),-,-,-,-
기타 영업비용 총계,-245,5878,5246,4925
영업 이익,10689,4296,8429,8122
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,10689,4296,8429,8122
소득세충당금,2629,1161,1670,1697
세후당기순이익,8060,3135,6759,6425
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,8060,3135,6759,6425
특별손익항목 총계,-,-,-,496
순이익,8060,3135,6759,6921
당기순이익에 대한 조정 총계,-143,-99,-128,-134
특별손익항목 제외 보통주주 분배 가능 이익,7917,3036,6631,6291
희석화에 따른 조정,-,-,-,-
희석 당기순이익,7917,3036,6631,6787
희석된 가중 평균 주식,790,806,830,859
특별손익항목 제외 희석주당순이익,10.02,3.77,7.99,7.32
주당배당금 - 발행 보통주,1.72,1.72,1.6,1.44
희석 정상주당순이익,10.02,3.77,7.99,7.32
