마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,3407.49,2821.14,2901.85,3115.55
매출,3407.49,2821.14,2901.85,3115.55
기타 매출 총계,-,-,-,-
총매출원가,1032.72,658.85,858.84,1167.85
총 영업비용,2502.49,1997.04,2155.79,2392.41
연료비,-,-,-,-
운영 및 유지,679.02,629.6,630.31,599.6
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,477.98,429.83,391.46,361.08
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,312.78,278.75,275.19,263.89
영업 이익,905,824.1,746.06,723.13
영업외이자수익(비용) 순계,-83.55,-84.47,-103.15,-106.65
자산처분이익(손실),-,-,-,-
기타비용 순계,-2.15,7.17,7.4,-5.34
세전당기순이익,819.3,746.8,650.31,611.14
소득세충당금,153.74,145.35,138.9,166.86
세후당기순이익,665.56,601.44,511.41,444.28
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,665.56,601.44,511.41,444.28
특별손익항목 총계,-,-,-,158.78
순이익,665.56,601.44,511.41,603.06
당기순이익에 대한 조정 총계,-0.47,-0.44,-0.42,-0.58
특별손익항목 제외 보통주주 분배 가능 이익,665.1,601,510.99,443.7
희석화에 따른 조정,0.47,-,-,-
희석 당기순이익,665.56,601,510.99,602.48
희석된 가중 평균 주식,129.83,122.87,117.46,111.01
특별손익항목 제외 희석주당순이익,5.13,4.89,4.35,4
주당배당금 - 발행 보통주,2.5,2.3,2.1,1.94
희석 정상주당순이익,5.13,4.81,4.35,4
