마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,20613,17456,18608,18914
매출,20613,17456,18608,18914
기타 매출 총계,-,-,-,-
총매출원가,14605,12327,13153,13309
총 이익,6008,5129,5455,5605
총 영업비용,17968,14373,16117,15277
판매/일반/관리 비용 총계,3040,2791,2671,2645
연구 및 개발,503,419,401,400
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-249,-1330,-236,-1019
특별비용(수익),111,121,234,80
기타 영업비용 총계,-42,45,-106,-138
영업 이익,2645,3083,2491,3637
영업외이자수익(비용) 순계,-306,-288,27,37
자산처분이익(손실),-,-,-,-
기타비용 순계,61,60,154,168
세전당기순이익,2400,2855,2672,3842
소득세충당금,699,849,517,1073
세후당기순이익,1701,2006,2155,2769
소액주주지분,-37,-24,-39,-35
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1664,1982,2116,2734
특별손익항목 총계,-,-,-,-
순이익,1664,1982,2116,2734
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1664,1982,2116,2734
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1664,1982,2116,2734
희석된 가중 평균 주식,890.3,880.2,866.22,866.22
특별손익항목 제외 희석주당순이익,1.87,2.25,2.44,3.16
주당배당금 - 발행 보통주,0.51,0.28,-,-
희석 정상주당순이익,1.96,2.35,2.66,3.22
