마감 기준:,"2022
30/01","2021
31/01","2020
26/01","2019
27/01"
총매출,26914,16675,10918,11716
매출,26914,16675,10918,11716
기타 매출 총계,-,-,-,-
총매출원가,9439,6279,4150,4545
총 이익,17475,10396,6768,7171
총 영업비용,16873,12143,8072,7912
판매/일반/관리 비용 총계,2166,1940,1093,991
연구 및 개발,5268,3924,2829,2376
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),636,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,10041,4532,2846,3804
영업외이자수익(비용) 순계,-159,-127,126,78
자산처분이익(손실),-,-,-,-
기타비용 순계,59,4,-2,14
세전당기순이익,9941,4409,2970,3896
소득세충당금,189,77,174,123
세후당기순이익,9752,4332,2796,3773
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,9752,4332,2796,3773
특별손익항목 총계,-,-,-,368
순이익,9752,4332,2796,4141
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,9752,4332,2796,3773
희석화에 따른 조정,-,-,-,-
희석 당기순이익,9752,4332,2796,4141
희석된 가중 평균 주식,2535,2512,2472,2500
특별손익항목 제외 희석주당순이익,3.85,1.72,1.13,1.51
주당배당금 - 발행 보통주,0.16,0.16,0.16,0.15
희석 정상주당순이익,3.85,1.77,1.15,1.53
