마감 기준:,"2022
31/03","2021
31/03","2020
31/03","2019
31/03"
총매출,3504.8,3372.77,3088.97,2668.39
매출,3504.8,3372.77,3088.97,2668.39
기타 매출 총계,-,-,-,-
총매출원가,1464.79,1535.09,1542.45,1523.64
총 이익,2040.01,1837.69,1546.52,1144.75
총 영업비용,3031.2,2743.39,2663.7,2461.72
판매/일반/관리 비용 총계,1022.03,832.05,776.66,672.63
연구 및 개발,401.08,310.65,290.22,223.73
감가상각/무형자산상각,71.84,65.88,54.29,46.67
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),71.46,-0.27,0.08,-4.96
기타 영업비용 총계,-,-0,-,-
영업 이익,473.6,629.38,425.27,206.67
영업외이자수익(비용) 순계,-2.28,52.86,35.78,29.48
자산처분이익(손실),-,-,-,-
기타비용 순계,-5.92,-4.42,-2.61,-3.37
세전당기순이익,465.4,677.82,458.44,232.78
소득세충당금,47.38,88.93,53.98,-96.5
세후당기순이익,418.02,588.89,404.46,329.28
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,418.02,588.89,404.46,329.28
특별손익항목 총계,-,-,-,4.55
순이익,418.02,588.89,404.46,333.84
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,418.02,588.89,404.46,329.28
희석화에 따른 조정,-,-,-,-
희석 당기순이익,418.02,588.89,404.46,333.84
희석된 가중 평균 주식,116.78,115.74,114.14,115.2
특별손익항목 제외 희석주당순이익,3.58,5.09,3.54,2.86
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,4.13,5.38,3.54,2.87
