마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,8297,7442,6699,6258
매출,8297,7442,6699,6258
기타 매출 총계,-,-,-,-
총매출원가,2195,2092,1801,1701
총 이익,6102,5350,4898,4557
총 영업비용,4076,4107,3586,3468
판매/일반/관리 비용 총계,1411,1310,1400,1420
연구 및 개발,-,-,-,-
감가상각/무형자산상각,178,206,204,206
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),292,499,181,141
기타 영업비용 총계,-,-,-,-
영업 이익,4221,3335,3113,2790
영업외이자수익(비용) 순계,-102,-142,-217,-139
자산처분이익(손실),-,-,-,-
기타비용 순계,45,35,34,30
세전당기순이익,4164,3228,2930,2681
소득세충당금,901,694,627,560
세후당기순이익,3263,2534,2303,2121
소액주주지분,-239,-195,-180,-163
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3024,2339,2123,1958
특별손익항목 총계,-,-,-,-
순이익,3024,2339,2123,1958
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,3024,2339,2123,1958
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3024,2339,2123,1958
희석된 가중 평균 주식,241.8,242.1,246.9,253.2
특별손익항목 제외 희석주당순이익,12.51,9.66,8.6,7.73
주당배당금 - 발행 보통주,3.08,2.68,2.28,2
희석 정상주당순이익,13.45,11.28,9.17,8.17
