마감 기준:,"2021
30/04","2020
24/04","2019
26/04","2018
27/04"
총매출,5744,5412,6146,5919
매출,5744,5412,6146,5919
기타 매출 총계,-,-,-,-
총매출원가,1929,1789,2201,2210
총 이익,3815,3623,3945,3709
총 영업비용,4727,4477,4925,4761
판매/일반/관리 비용 총계,1996,1848,1935,1986
연구 및 개발,881,847,827,783
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-79,-7,-38,-218
기타 영업비용 총계,-,-,-,-
영업 이익,1017,935,1221,1158
영업외이자수익(비용) 순계,-59,-7,45,8
자산처분이익(손실),-,-,-,-
기타비용 순계,4,16,2,33
세전당기순이익,962,944,1268,1199
소득세충당금,232,125,99,225
세후당기순이익,730,819,1169,974
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,730,819,1169,974
특별손익항목 총계,-,-,-,-858
순이익,730,819,1169,116
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,730,819,1169,974
희석화에 따른 조정,-,1.16,-,1.28
희석 당기순이익,730,819,1169,116
희석된 가중 평균 주식,226,233,259,276
특별손익항목 제외 희석주당순이익,3.23,3.52,4.51,3.53
주당배당금 - 발행 보통주,1.92,1.84,1.4,0.79
희석 정상주당순이익,2.96,3.5,4.38,2.89
