마감 기준:,"2022
01/01","2021
02/01","2019
28/12","2018
29/12"
총매출,8408.3,6971.5,7070.1,7159
매출,8408.3,6971.5,7070.1,7159
기타 매출 총계,-,-,-,-
총매출원가,6095.5,5048.2,5166,5243.5
총 이익,2312.8,1923.3,1904.1,1915.5
총 영업비용,7419.8,6232.3,6819.5,6499.4
판매/일반/관리 비용 총계,1111.9,947.7,984.3,1056.3
연구 및 개발,136.6,112.8,92.6,98.2
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,47.2,64.6,79.3,31.5
특별비용(수익),28.6,59,497.3,69.9
기타 영업비용 총계,-,-,-,69.9
영업 이익,988.5,739.2,250.6,659.6
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,4.1,-1.9,-1.1,-104.8
세전당기순이익,992.6,737.3,249.5,554.8
소득세충당금,248.6,177.7,-56.7,81.8
세후당기순이익,744,559.6,306.2,473
소액주주지분,-,-,-,-
관계회사 주식,-3.9,-3.7,-2.6,-2
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,740.1,555.9,303.6,471
특별손익항목 총계,-,-,-,-3.6
순이익,740.1,555.9,303.6,467.4
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,740.1,555.9,303.6,471
희석화에 따른 조정,-,-,-,0.41
희석 당기순이익,740.1,555.9,303.6,467.4
희석된 가중 평균 주식,83.8,84.1,85,88.6
특별손익항목 제외 희석주당순이익,8.83,6.61,3.57,5.32
주당배당금 - 발행 보통주,2.66,2.36,2.26,2.01
희석 정상주당순이익,9.09,7.14,7.37,5.99
