마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5896,4519.48,3460.44,2608.82
매출,5896,4519.48,3460.44,2608.82
기타 매출 총계,-,-,-,-
총매출원가,1353,987.11,796.64,622.66
총 이익,4543,3532.37,2663.79,1986.16
총 영업비용,5642,4367.23,3418.31,2655.3
판매/일반/관리 비용 총계,2889,2309.18,1873.3,1499.08
연구 및 개발,1397,1024.33,748.37,529.5
감가상각/무형자산상각,12,-,10.44,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),3,46.61,-,4.06
기타 영업비용 총계,-,-,-,-
영업 이익,254,152.25,42.12,-46.49
영업외이자수익(비용) 순계,-8,-7.34,21.53,7.81
자산처분이익(손실),-,-,-,-
기타비용 순계,3,4.28,3.53,-0.34
세전당기순이익,249,149.19,67.19,-39.02
소득세충당금,19,30.68,-559.51,-12.32
세후당기순이익,230,118.5,626.7,-26.7
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,230,118.5,626.7,-26.7
특별손익항목 총계,-,-,-,-
순이익,230,118.5,626.7,-26.7
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,230,118.5,626.7,-26.7
희석화에 따른 조정,-,-,-,-
희석 당기순이익,230,118.5,626.7,-26.7
희석된 가중 평균 주식,203.17,202.48,197.22,177.85
특별손익항목 제외 희석주당순이익,1.13,0.59,3.18,-0.15
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,1.15,0.77,3.18,-0.14
