마감 기준:,"2021
31/10","2020
25/10","2019
27/10","2018
28/10"
총매출,23063,17202,14608,16705
매출,23063,17202,14608,16705
기타 매출 총계,-,-,-,-
총매출원가,12149,9510,8222,9188
총 이익,10914,7692,6386,7517
총 영업비용,16174,12837,11258,12214
판매/일반/관리 비용 총계,1210,1075,950,974
연구 및 개발,2484,2233,2053,2021
감가상각/무형자산상각,20,19,19,19
영업이자비용(수익) 순계,-,-,14,12
특별비용(수익),311,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,6889,4365,3350,4491
영업외이자수익(비용) 순계,-118,-199,-81,-95
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,6771,4166,3269,4396
소득세충당금,883,547,587,246
세후당기순이익,5888,3619,2682,4150
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,5888,3619,2682,4150
특별손익항목 총계,-,-,24,-1112
순이익,5888,3619,2706,3038
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,5888,3619,2682,4150
희석화에 따른 조정,-,-,-,-
희석 당기순이익,5888,3619,2706,3038
희석된 가중 평균 주식,919,923,945,1026
특별손익항목 제외 희석주당순이익,6.41,3.92,2.84,4.04
주당배당금 - 발행 보통주,0.92,0.86,0.82,0.6
희석 정상주당순이익,6.77,4.04,2.9,4.21
