마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,13327.56,11604.49,10149.99,9536.43
매출,13327.56,11604.49,10149.99,9536.43
기타 매출 총계,-,-,-,-
총매출원가,6307.61,5518.8,4755.29,4496.46
총 이익,7019.95,6085.69,5394.69,5039.97
총 영업비용,10410.4,9185.16,8229.26,7721.24
판매/일반/관리 비용 총계,3769.78,3359.96,3473.97,3224.78
연구 및 개발,-,-,-,-
감가상각/무형자산상각,320.4,303,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),12.6,3.4,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,2917.17,2419.34,1920.73,1815.18
영업외이자수익(비용) 순계,-137.1,-153.24,-131.63,-119.61
자산처분이익(손실),-,-,-,-
기타비용 순계,1.84,0.3,1.23,-1.49
세전당기순이익,2781.91,2266.41,1790.33,1694.09
소득세충당금,617.23,514.1,399.29,370.9
세후당기순이익,2164.68,1752.3,1391.04,1323.19
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2164.68,1752.3,1391.04,1323.19
특별손익항목 총계,-,-,-,1.3
순이익,2164.68,1752.3,1391.04,1324.49
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2164.68,1752.3,1391.04,1323.19
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2164.68,1752.3,1391.04,1324.49
희석된 가중 평균 주식,69.61,74.46,77.79,82.28
특별손익항목 제외 희석주당순이익,31.1,23.53,17.88,16.08
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,31.24,23.57,17.88,16.08
