마감 기준:,"2021
30/05","2020
31/05","2019
26/05","2018
27/05"
총매출,18127,17626.6,16865.2,15740.4
매출,18127,17626.6,16865.2,15740.4
기타 매출 총계,-,-,-,-
총매출원가,11676.4,11413.8,11010.6,10306.4
총 이익,6450.6,6212.8,5854.6,5434
총 영업비용,14849.3,14559.9,14261.4,13231.1
판매/일반/관리 비용 총계,3079.6,3175.9,2918.9,2827.3
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,31.3,24.9,-38.1
특별비용(수익),93.3,-61.1,307,135.5
기타 영업비용 총계,-,-,-,-
영업 이익,3277.7,3066.7,2603.8,2509.3
영업외이자수익(비용) 순계,-420.3,-466.5,-521.8,-373.7
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2857.4,2600.2,2082,2135.6
소득세충당금,629.1,480.5,375,580.8
세후당기순이익,2228.3,2119.7,1707,1554.8
소액주주지분,-6.2,-29.6,-33.5,-32
관계회사 주식,117.7,91.1,72,84.7
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2339.8,2181.2,1745.5,1607.5
특별손익항목 총계,-,-,7.2,523.5
순이익,2339.8,2181.2,1752.7,2131
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2339.8,2181.2,1745.5,1607.5
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2339.8,2181.2,1752.7,2131
희석된 가중 평균 주식,619.1,613.3,605.4,585.7
특별손익항목 제외 희석주당순이익,3.78,3.56,2.88,2.74
주당배당금 - 발행 보통주,2.02,1.96,1.96,1.96
희석 정상주당순이익,3.9,3.48,3.3,2.98
