마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,647.99,1279.91,6462.38,6055.13
매출,647.99,1279.91,6462.38,6055.13
기타 매출 총계,-,-,-,-
총매출원가,1608.04,1693.06,3663.26,3377.08
총 이익,-960.05,-413.15,2799.11,2678.05
총 영업비용,4629.15,4791.84,5300.98,4836.06
판매/일반/관리 비용 총계,891.45,745.35,974.85,899.34
연구 및 개발,-,-,-,-
감가상각/무형자산상각,700.85,717.84,646.19,561.06
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1428.81,1635.59,16.68,-1.41
기타 영업비용 총계,-,-,-,-
영업 이익,-3981.16,-3511.93,1161.4,1219.06
영업외이자수익(비용) 순계,-644.11,-454.52,-256.19,-270.4
자산처분이익(손실),-,-,-,-
기타비용 순계,123.95,-33.6,6.16,20.65
세전당기순이익,-4501.32,-4000.05,911.37,969.31
소득세충당금,5.27,12.47,-18.86,14.47
세후당기순이익,-4506.59,-4012.51,930.23,954.84
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-4506.59,-4012.51,930.23,954.84
특별손익항목 총계,-,-,-,-
순이익,-4506.59,-4012.51,930.23,954.84
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-4506.59,-4012.51,930.23,954.84
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-4506.59,-4012.51,930.23,954.84
희석된 가중 평균 주식,365.45,254.73,216.48,224.42
특별손익항목 제외 희석주당순이익,-12.33,-15.75,4.3,4.25
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,-9.79,-11.58,4.35,4.25
