마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,117929,85965,70697,55838
매출,117929,85965,70697,55838
기타 매출 총계,-,-,-,-
총매출원가,22649,16692,12770,9355
총 이익,95280,69273,57927,46483
총 영업비용,71176,53294,46711,30925
판매/일반/관리 비용 총계,23872,18155,15341,11297
연구 및 개발,24655,18447,13600,10273
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,5000,-
기타 영업비용 총계,-,-,-,-
영업 이익,46753,32671,23986,24913
영업외이자수익(비용) 순계,321,543,799,439
자산처분이익(손실),-,-,-,-
기타비용 순계,210,-34,27,9
세전당기순이익,47284,33180,24812,25361
소득세충당금,7914,4034,6327,3249
세후당기순이익,39370,29146,18485,22112
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,39370,29146,18485,22112
특별손익항목 총계,-,-,-,-
순이익,39370,29146,18485,22112
당기순이익에 대한 조정 총계,-,-,-,-1
특별손익항목 제외 보통주주 분배 가능 이익,39370,29146,18485,22111
희석화에 따른 조정,-,-,-,1
희석 당기순이익,39370,29146,18485,22112
희석된 가중 평균 주식,2859,2888,2876,2921
특별손익항목 제외 희석주당순이익,13.77,10.09,6.43,7.57
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,13.77,10.09,7.72,7.57
