마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,6997.4,6329.8,6694.8,6666
매출,6997.4,6329.8,6694.8,6666
기타 매출 총계,-,-,-,-
총매출원가,4099.7,3734.6,3794.7,3781.1
총 이익,2897.7,2595.2,2900.1,2884.9
총 영업비용,5471.2,5193.7,5793.8,5335.2
판매/일반/관리 비용 총계,1680,1479.8,1538.5,1587.9
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-304.4,-55.9,-281.4,138.6
특별비용(수익),-70,-,-,-
기타 영업비용 총계,65.9,35.2,742,-172.4
영업 이익,1526.2,1136.1,901,1330.8
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1526.2,1136.1,901,1330.8
소득세충당금,181.9,112.9,205.2,257
세후당기순이익,1344.3,1023.2,695.8,1073.8
소액주주지분,13.8,0.2,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1358.1,1023.4,695.8,1073.8
특별손익항목 총계,-,-,-,-538.3
순이익,1358.1,1023.4,695.8,535.5
당기순이익에 대한 조정 총계,-2.1,-1,-0.7,-0.5
특별손익항목 제외 보통주주 분배 가능 이익,1356,1022.4,695.1,1073.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1356,1022.4,695.1,535
희석된 가중 평균 주식,117.1,116.6,119.3,126.9
특별손익항목 제외 희석주당순이익,11.58,8.77,5.83,8.46
주당배당금 - 발행 보통주,4.28,4.08,3.88,3.51
희석 정상주당순이익,11.05,8.77,5.83,8.46
