마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,97287,84628,74094,71861
매출,97287,84628,74094,71861
기타 매출 총계,-,-,-,-
총매출원가,22905,18213,15879,16836
총 이익,74382,66415,58215,55025
총 영업비용,84477,76944,66296,64837
판매/일반/관리 비용 총계,50848,48433,42138,40329
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2953,2698,2360,2207
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,775,-,-
기타 영업비용 총계,7771,6825,5919,5465
영업 이익,12810,7684,7798,7024
영업외이자수익(비용) 순계,-694,-701,-654,-691
자산처분이익(손실),-,-,-,-
기타비용 순계,4479,-5139,-1492,-314
세전당기순이익,16595,1844,5652,6019
소득세충당금,3705,501,1212,1228
세후당기순이익,12890,1343,4440,4791
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,12890,1343,4440,4791
특별손익항목 총계,-,-,-,-
순이익,12890,1343,4440,4791
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,12890,1343,4440,4791
희석화에 따른 조정,-,-,0.59,-
희석 당기순이익,12890,1343,4440,4791
희석된 가중 평균 주식,878,871,869,870
특별손익항목 제외 희석주당순이익,14.68,1.54,5.11,5.51
주당배당금 - 발행 보통주,4.08,4.04,3.84,3.64
희석 정상주당순이익,15.11,2.99,5.47,5.84
