마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,58752,51533,51336,46677
매출,58752,51533,51336,46677
기타 매출 총계,-,-,-,-
총매출원가,9481,8369,8481,7724
총 이익,49271,43164,42855,38953
총 영업비용,49086,44566,44329,40044
판매/일반/관리 비용 총계,36740,33181,33041,30033
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2853,2721,2596,2278
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),12,295,211,9
기타 영업비용 총계,-,-,-,-
영업 이익,9666,6967,7007,6633
영업외이자수익(비용) 순계,-1453,-1530,-1781,-1726
자산처분이익(손실),1620,-7,18,428
기타비용 순계,-,-,-,-
세전당기순이익,9833,5430,5244,5335
소득세충당금,2112,1043,1099,1497
세후당기순이익,7721,4387,4145,3838
소액주주지분,-765,-633,-640,-602
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6956,3754,3505,3236
특별손익항목 총계,-,-,-,551
순이익,6956,3754,3505,3787
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,6956,3754,3505,3236
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6956,3754,3505,3787
희석된 가중 평균 주식,328.75,343.61,348.23,355.3
특별손익항목 제외 희석주당순이익,21.16,10.93,10.07,9.11
주당배당금 - 발행 보통주,1.44,1.34,1.6,1.4
희석 정상주당순이익,17.32,11.64,10.5,8.26
