마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11888,9913,10735,9823
매출,11888,9913,10735,9823
기타 매출 총계,-,-,-,-
총매출원가,3681,3446,3149,2836
총 이익,8207,6467,7586,6987
총 영업비용,10689,9993,9217,8317
판매/일반/관리 비용 총계,4287,3736,3928,3557
연구 및 개발,1204,1139,1174,1113
감가상각/무형자산상각,741,789,699,599
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),913,982,303,233
기타 영업비용 총계,-137,-99,-36,-21
영업 이익,1199,-80,1518,1506
영업외이자수익(비용) 순계,-114,-7,-831,-72
자산처분이익(손실),-,-,-,-
기타비용 순계,-9,8,-,-12
세전당기순이익,1076,-79,687,1422
소득세충당금,36,2,89,-182
세후당기순이익,1040,-81,598,1604
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1040,-81,598,1604
특별손익항목 총계,-,-,4102,67
순이익,1040,-81,4700,1671
당기순이익에 대한 조정 총계,-55,-34,-,-
특별손익항목 제외 보통주주 분배 가능 이익,985,-115,598,1604
희석화에 따른 조정,-,-,-,-
희석 당기순이익,985,-115,4700,1671
희석된 가중 평균 주식,1433.8,1416.7,1410.6,1401.4
특별손익항목 제외 희석주당순이익,0.69,-0.08,0.42,1.14
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,1.11,0.42,1.07,1.25
