마감 기준:,"2021
31/10","2020
31/10","2019
31/10","2018
31/10"
총매출,2922.5,2430.9,2653.4,2532.8
매출,2922.5,2430.9,2653.4,2532.8
기타 매출 총계,-,-,-,-
총매출원가,966.7,896.1,896.6,900.5
총 이익,1955.8,1534.8,1756.8,1632.3
총 영업비용,2416.7,2119.1,2106.7,2129.7
판매/일반/관리 비용 총계,1134.2,966.2,969.5,973.3
연구 및 개발,92.7,93.3,86.7,84.8
감가상각/무형자산상각,146.1,137.2,145.8,146.7
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),10.9,26.3,8.1,24.4
기타 영업비용 총계,66.1,-,-,-
영업 이익,505.8,311.8,546.7,403.1
영업외이자수익(비용) 순계,-17,-38,-70.2,-86.1
자산처분이익(손실),-,-,-,-
기타비용 순계,2.7,-7.3,0.9,14.9
세전당기순이익,491.5,266.5,477.4,331.9
소득세충당금,-2453.2,28.1,16.5,-22.6
세후당기순이익,2944.7,238.4,460.9,354.5
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2944.7,238.4,460.9,354.5
특별손익항목 총계,-,-,5.8,-214.6
순이익,2944.7,238.4,466.7,139.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2944.7,238.4,460.9,354.5
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2944.7,238.4,466.7,139.9
희석된 가중 평균 주식,49.8,49.6,50,49.7
특별손익항목 제외 희석주당순이익,59.13,4.81,9.22,7.13
주당배당금 - 발행 보통주,0.06,0.06,0.06,0.06
희석 정상주당순이익,59.27,5.28,9.37,7.45
