마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9716,8530,9351,8047
매출,9716,8530,9351,8047
기타 매출 총계,-,-,-,-
총매출원가,5863,5347,5681,4683
총 이익,3853,3183,3670,3364
총 영업비용,7439,6730,7199,6096
판매/일반/관리 비용 총계,1200,988,1108,1038
연구 및 개발,-,-,-,-
감가상각/무형자산상각,372,387,407,308
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),4,8,3,67
기타 영업비용 총계,-,-,-,-
영업 이익,2277,1800,2152,1951
영업외이자수익(비용) 순계,-424,-669,-648,-481
자산처분이익(손실),-,-,-,-
기타비용 순계,-7,8,10,6
세전당기순이익,1846,1139,1514,1476
소득세충당금,460,249,340,374
세후당기순이익,1386,890,1174,1102
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1386,890,1174,1102
특별손익항목 총계,-,-,-,-6
순이익,1386,890,1174,1096
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1386,890,1174,1102
희석화에 따른 조정,-,-,0.2,-
희석 당기순이익,1386,890,1174,1096
희석된 가중 평균 주식,72.82,72.93,77.71,83.53
특별손익항목 제외 희석주당순이익,19.03,12.2,15.11,13.19
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,19.08,12.29,15.14,13.79
