마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1896.18,1644.88,1240.34,1846.69
매출,1896.18,1644.88,1240.34,1846.69
기타 매출 총계,-,-,-,-
총매출원가,766.24,782.54,405.24,705.04
총 이익,1129.95,862.33,835.1,1141.65
총 영업비용,1805.65,1373.92,840.62,1452.64
판매/일반/관리 비용 총계,94.69,90.33,87.9,82.8
연구 및 개발,-,-,-,-
감가상각/무형자산상각,684.29,553.95,435.19,549.5
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),260.44,-52.9,-87.72,115.31
기타 영업비용 총계,-,-,-,-
영업 이익,90.53,270.96,399.72,394.05
영업외이자수익(비용) 순계,-157.98,-218.34,-217.61,-266.34
자산처분이익(손실),190.59,90.35,-0.04,925.99
기타비용 순계,5.22,74.71,-5.74,4.53
세전당기순이익,128.37,217.68,176.32,1058.21
소득세충당금,-3.26,-9.42,-5.48,-17.85
세후당기순이익,131.63,227.11,181.8,1076.07
소액주주지분,-17.85,-14.39,-14.56,-12.38
관계회사 주식,6.1,-66.6,-6.33,-2.59
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,119.88,146.11,160.91,1061.09
특별손익항목 총계,385.66,267.45,-115.38,-
순이익,505.54,413.56,45.53,1061.09
당기순이익에 대한 조정 총계,-3.27,-2.42,-1.54,-2.67
특별손익항목 제외 보통주주 분배 가능 이익,116.61,143.7,159.37,1058.42
희석화에 따른 조정,-,-,-,6.92
희석 당기순이익,502.27,411.15,43.99,1065.34
희석된 가중 평균 주식,539.24,531.06,486.25,475.39
특별손익항목 제외 희석주당순이익,0.22,0.27,0.33,2.24
주당배당금 - 발행 보통주,1.2,1.48,1.48,1.48
희석 정상주당순이익,0.35,0.01,0.21,1.13
