마감 기준:,"2021
25/12","2020
26/12","2019
28/12","2018
29/12"
총매출,12731.1,10620.35,8351.93,7911.05
매출,12731.1,10620.35,8351.93,7911.05
기타 매출 총계,-,-,-,-
총매출원가,8253.95,6858.8,5480.16,5208.52
총 이익,4477.15,3761.55,2871.77,2702.53
총 영업비용,11424.41,9623.42,7608.71,7209.31
판매/일반/관리 비용 총계,2900.3,2478.52,1932.57,1823.44
연구 및 개발,-,-,-,-
감가상각/무형자산상각,270.16,217.12,195.98,177.35
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,68.97,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,1306.7,996.93,743.22,701.74
영업외이자수익(비용) 순계,-26.61,-28.78,-19.84,-18.35
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1280.09,968.15,723.38,683.38
소득세충당금,282.97,219.19,161.02,151.03
세후당기순이익,997.11,748.96,562.35,532.36
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,997.11,748.96,562.35,532.36
특별손익항목 총계,-,-,-,-
순이익,997.11,748.96,562.35,532.36
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,997.11,748.96,562.35,532.36
희석화에 따른 조정,-,-,-,-
희석 당기순이익,997.11,748.96,562.35,532.36
희석된 가중 평균 주식,115.82,117.44,120.74,123.47
특별손익항목 제외 희석주당순이익,8.61,6.38,4.66,4.31
주당배당금 - 발행 보통주,2.08,1.5,1.36,1.2
희석 정상주당순이익,9.1,7.55,4.66,4.31
