마감 기준:,"2021
31/08","2020
31/08","2019
31/08","2018
31/08"
총매출,1591.44,1494.11,1435.35,1350.14
매출,1591.44,1494.11,1435.35,1350.14
기타 매출 총계,-,-,-,-
총매출원가,536.3,471.45,663.45,659.3
총 이익,1055.14,1022.66,771.9,690.85
총 영업비용,1117.4,1054.45,997.32,983.94
판매/일반/관리 비용 총계,331,359,333.87,324.64
연구 및 개발,250.1,224,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,474.04,439.66,438.04,366.2
영업외이자수익(비용) 순계,-6.39,-9.83,-16.07,-14.37
자산처분이익(손실),-,-,-,-
기타비용 순계,-0.03,-2.7,-,-
세전당기순이익,467.62,427.13,421.96,351.84
소득세충당금,68.03,54.2,72.58,59.25
세후당기순이익,399.59,372.94,349.39,292.58
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,399.59,372.94,349.39,292.58
특별손익항목 총계,-,-,3.4,-25.5
순이익,399.59,372.94,352.79,267.08
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,399.59,372.94,349.39,292.58
희석화에 따른 조정,-,-,-,-
희석 당기순이익,399.59,372.94,352.79,267.08
희석된 가중 평균 주식,38.57,38.65,38.87,39.38
특별손익항목 제외 희석주당순이익,10.36,9.65,8.99,7.43
주당배당금 - 발행 보통주,3.18,2.98,2.72,2.4
희석 정상주당순이익,10.72,10.4,9.12,7.89
