마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3717.93,3085.18,3008.65,2935.59
매출,3717.93,3085.18,3008.65,2935.59
기타 매출 총계,-,-,-,-
총매출원가,1546.38,1284.15,1267.44,1251.21
총 이익,2171.55,1801.03,1741.21,1684.38
총 영업비용,2768.57,2336.43,2327.26,2283.73
판매/일반/관리 비용 총계,943.98,820.22,819.18,812.8
연구 및 개발,169.77,140.1,143.95,141.07
감가상각/무형자산상각,63.08,56.66,49.69,47.52
영업이자비용(수익) 순계,43.24,38.62,41.11,35.71
특별비용(수익),8.64,10.52,15.76,2.72
기타 영업비용 총계,-6.51,-13.83,-9.88,-7.31
영업 이익,949.36,748.74,681.39,651.86
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,949.36,748.74,681.39,651.86
소득세충당금,180.38,146,120.28,135.65
세후당기순이익,768.99,602.74,561.11,516.21
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,768.99,602.74,561.11,516.21
특별손익항목 총계,-,-,-,-3.6
순이익,768.99,602.74,561.11,512.61
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,768.99,602.74,561.11,516.21
희석화에 따른 조정,-,-,0.07,-
희석 당기순이익,768.99,602.74,561.11,512.61
희석된 가중 평균 주식,23.46,24.2,24.97,25.78
특별손익항목 제외 희석주당순이익,32.78,24.91,22.47,20.02
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,33.08,25.26,22.99,20.11
