마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5414,4729.9,4739.1,4244.27
매출,5414,4729.9,4739.1,4244.27
기타 매출 총계,-,-,-,-
총매출원가,4065.6,3477.1,3560.1,3277.69
총 이익,1348.4,1252.8,1179,966.58
총 영업비용,4440.2,3724.5,3854.2,3553.53
판매/일반/관리 비용 총계,351,305.9,302.7,280.55
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),36.3,1.3,0.5,13.48
기타 영업비용 총계,-12.7,-59.8,-9.1,-18.19
영업 이익,973.8,1005.4,884.9,690.74
영업외이자수익(비용) 순계,-142.7,-118.1,-129.3,-137.07
자산처분이익(손실),-,-,-,-
기타비용 순계,24.4,2,-7.3,22.41
세전당기순이익,855.5,889.3,748.3,576.08
소득세충당금,153.2,168.2,136.3,105.7
세후당기순이익,702.3,721.1,612,470.38
소액주주지분,-0.3,-0.1,-0.1,-0.38
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,702,721,611.9,470
특별손익항목 총계,0.5,-,-,-
순이익,702.5,721,611.9,470
당기순이익에 대한 조정 총계,-0.2,-0.6,-0.9,-0.81
특별손익항목 제외 보통주주 분배 가능 이익,701.8,720.4,611,469.19
희석화에 따른 조정,-,-,-,-
희석 당기순이익,702.3,720.4,611,469.19
희석된 가중 평균 주식,62.6,62.4,62.7,63.15
특별손익항목 제외 희석주당순이익,11.21,11.54,9.74,7.43
주당배당금 - 발행 보통주,2.36,2.24,2.06,1.84
희석 정상주당순이익,11.69,11.56,9.75,7.6
