마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9168,8244,6547,4979
매출,9168,8244,6547,4979
기타 매출 총계,-,-,-,-
총매출원가,2022,2208,1345,-
총 이익,7146,6036,5202,-
총 영업비용,4309,5211,3874,2396
판매/일반/관리 비용 총계,2586,2147,1865,1776
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1009,751,662,586
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-1308,105,2,34
기타 영업비용 총계,-,-,-,-
영업 이익,4859,3033,2673,2583
영업외이자수익(비용) 순계,844,-271,-250,-222
자산처분이익(손실),-,-,-,-
기타비용 순계,-5,4,58,159
세전당기순이익,5698,2766,2481,2520
소득세충당금,1629,658,521,511
세후당기순이익,4069,2108,1960,2009
소액주주지분,-11,-19,-27,-32
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4058,2089,1933,1977
특별손익항목 총계,-,-,-,11
순이익,4058,2089,1933,1988
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,4058,2089,1933,1977
희석화에 따른 조정,-,-,-,-
희석 당기순이익,4058,2089,1933,1988
희석된 가중 평균 주식,565,555,565,579
특별손익항목 제외 희석주당순이익,7.18,3.76,3.42,3.41
주당배당금 - 발행 보통주,1.32,1.2,1.1,1.16
희석 정상주당순이익,5.53,3.91,3.42,3.47
