마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,15790,9048,22428,21965
매출,15790,9048,22428,21965
기타 매출 총계,-,-,-,-
총매출원가,4766,3089,5710,6111
총 이익,11024,5959,16718,15854
총 영업비용,14097,12864,19471,18759
판매/일반/관리 비용 총계,8986,7856,9914,8756
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1272,1255,1219,1201
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-2920,-1189,-,-25
기타 영업비용 총계,1993,1853,2628,2716
영업 이익,1693,-3816,2957,3206
영업외이자수익(비용) 순계,-418,-282,8,-24
자산처분이익(손실),-,-,-,-
기타비용 순계,50,-158,-8,-18
세전당기순이익,1325,-4256,2957,3164
소득세충당금,348,-1182,688,699
세후당기순이익,977,-3074,2269,2465
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,977,-3074,2269,2465
특별손익항목 총계,-,-,31,-
순이익,977,-3074,2300,2465
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,977,-3074,2269,2465
희석화에 따른 조정,-,-,-,-
희석 당기순이익,977,-3074,2300,2465
희석된 가중 평균 주식,609,565,539,574
특별손익항목 제외 희석주당순이익,1.6,-5.44,4.21,4.29
주당배당금 - 발행 보통주,-,0.18,0.7,0.6
희석 정상주당순이익,-1.51,-6.81,4.21,4.26
