마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,31405,28694,29805,29625
매출,31405,28694,29805,29625
기타 매출 총계,-,-,-,-
총매출원가,10030,9569,10513,10758
총 이익,21375,19125,19292,18867
총 영업비용,18430,17026,19274,18248
판매/일반/관리 비용 총계,8088,7235,7840,7408
연구 및 개발,-,-,-,-
감가상각/무형자산상각,96,73,66,82
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),216,149,855,-
기타 영업비용 총계,-,-,-,-
영업 이익,12975,11668,10531,11377
영업외이자수익(비용) 순계,-628,-618,-570,-665
자산처분이익(손실),-,-,-,-
기타비용 순계,-115,-97,-89,-41
세전당기순이익,12232,10953,9872,10671
소득세충당금,2671,2377,2293,2414
세후당기순이익,9561,8576,7579,8257
소액주주지분,-601,-536,-543,-375
관계회사 주식,149,16,149,60
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,9109,8056,7185,7942
특별손익항목 총계,-,-,-,-31
순이익,9109,8056,7185,7911
당기순이익에 대한 조정 총계,-26,-20,-17,-16
특별손익항목 제외 보통주주 분배 가능 이익,9083,8036,7168,7926
희석화에 따른 조정,-,-,-,-
희석 당기순이익,9083,8036,7168,7895
희석된 가중 평균 주식,1559,1558,1556,1555
특별손익항목 제외 희석주당순이익,5.83,5.16,4.61,5.1
주당배당금 - 발행 보통주,4.85,4.71,4.59,4.42
희석 정상주당순이익,6.04,5.33,5.03,5.1
