마감 기준:,"2022
02/01","2021
03/01","2019
29/12","2018
30/12"
총매출,5067.17,3782.74,2883.67,2778
매출,5067.17,3782.74,2883.67,2778
기타 매출 총계,-,-,-,-
총매출원가,2215.87,1672.87,1487.62,1437.06
총 이익,2851.3,2109.88,1396.06,1340.94
총 영업비용,3734.79,2804.16,2556.71,2441.27
판매/일반/관리 비용 총계,1129.92,896.29,808.72,811.91
연구 및 개발,274.97,205.39,189.34,194
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),114.03,29.61,71.04,-1.7
기타 영업비용 총계,-,-,-,-
영업 이익,1332.38,978.58,326.96,336.73
영업외이자수익(비용) 순계,-99.89,-53.7,-72.13,-65.83
자산처분이익(손실),-,-,-,-
기타비용 순계,47.4,-18.52,-17.69,-13.21
세전당기순이익,1279.89,906.36,237.14,257.68
소득세충당금,336.6,178.27,6.67,22.23
세후당기순이익,943.28,728.1,230.47,235.45
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,943.28,728.1,230.47,235.45
특별손익항목 총계,-0.13,-0.21,-2.91,2.48
순이익,943.16,727.89,227.56,237.93
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,943.28,728.1,230.47,235.45
희석화에 따른 조정,-,-,-,-
희석 당기순이익,943.16,727.89,227.56,237.93
희석된 가중 평균 주식,116.67,112.08,110.83,111.53
특별손익항목 제외 희석주당순이익,8.08,6.5,2.08,2.11
주당배당금 - 발행 보통주,0.28,0.28,0.28,0.28
희석 정상주당순이익,8.83,6.75,2.7,2.1
