마감 기준:,"2021
24/09","2020
25/09","2019
27/09","2018
28/09"
총매출,14923,12172,13448,13988
매출,14923,12172,13448,13988
기타 매출 총계,-,-,-,-
총매출원가,10036,8437,9054,9243
총 이익,4887,3735,4394,4745
총 영업비용,12489,11635,11470,11657
판매/일반/관리 비용 총계,1512,1392,1490,1594
연구 및 개발,677,613,644,680
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),260,1193,282,152
기타 영업비용 총계,4,-,-,-12
영업 이익,2434,537,1978,2331
영업외이자수익(비용) 순계,-39,-33,-49,-92
자산처분이익(손실),-,-,-,-
기타비용 순계,-17,20,2,1
세전당기순이익,2378,524,1931,2240
소득세충당금,123,783,-15,-911
세후당기순이익,2255,-259,1946,3151
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2255,-259,1946,3151
특별손익항목 총계,6,18,-102,-586
순이익,2261,-241,1844,2565
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2255,-259,1946,3151
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2261,-241,1844,2565
희석된 가중 평균 주식,333,332,340,353
특별손익항목 제외 희석주당순이익,6.77,-0.78,5.72,8.93
주당배당금 - 발행 보통주,1.96,1.88,1.8,1.68
희석 정상주당순이익,7.51,1.56,6.26,9.21
