마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,9680.14,5162.08,12899.67,11763.1
매출,9680.14,5162.08,12899.67,11763.1
기타 매출 총계,-,-,-,-
총매출원가,5030.61,3452.71,7603.49,6918.88
총 이익,4649.53,1709.37,5296.18,4844.22
총 영업비용,7401.44,5804.52,8959.46,10293.61
판매/일반/관리 비용 총계,2935.11,2582.57,2573.03,2335.23
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1150.61,1210.56,1304.65,1178.04
영업이자비용(수익) 순계,-84.82,-42.94,-119.52,-147.69
특별비용(수익),-1630.07,-1398.38,-2402.19,9.15
기타 영업비용 총계,-,-,-,-
영업 이익,2278.7,-642.43,3940.22,1469.49
영업외이자수익(비용) 순계,-850.84,-779.68,-910.23,-817.34
자산처분이익(손실),-,-,-,-
기타비용 순계,33.94,-89.36,-183.26,-18.14
세전당기순이익,1461.8,-1511.48,2846.72,634.01
소득세충당금,253.41,-191.57,632.35,50.11
세후당기순이익,1208.39,-1319.91,2214.38,583.89
소액주주지분,45.98,287.18,-165.23,-117.12
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1254.37,-1032.72,2049.15,466.77
특별손익항목 총계,-,-,-,-
순이익,1254.37,-1032.72,2049.15,466.77
당기순이익에 대한 조정 총계,-78.3,35.52,-2.71,-21.33
특별손익항목 제외 보통주주 분배 가능 이익,1176.07,-997.2,2046.43,445.45
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1176.07,-997.2,2046.43,445.45
희석된 가중 평균 주식,487.36,494.15,527.64,549.54
특별손익항목 제외 희석주당순이익,2.41,-2.02,3.88,0.81
주당배당금 - 발행 보통주,0.01,0.16,0.52,0.48
희석 정상주당순이익,0.17,-3.7,0.47,0.83
