마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4491.53,4147.27,4262.58,4225.76
매출,4491.53,4147.27,4262.58,4225.76
기타 매출 총계,-,-,-,-
총매출원가,1342.13,1103.49,1833.32,1793.95
총 이익,3149.4,3043.78,2429.27,2431.81
총 영업비용,3637.36,3280.78,3481.25,3417.49
판매/일반/관리 비용 총계,1567.66,1447.04,991.66,1006.98
연구 및 개발,-,-,-,-
감가상각/무형자산상각,680.42,652.07,658.2,639.51
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),47.15,78.18,-1.93,-22.96
기타 영업비용 총계,-,-,-,-
영업 이익,854.17,866.49,781.34,808.27
영업외이자수익(비용) 순계,-402.21,-448.37,-444.15,-394.08
자산처분이익(손실),-,-,-,-
기타비용 순계,177.05,-45.41,-9.05,-3.88
세전당기순이익,629.01,372.7,328.14,410.31
소득세충당금,176.29,29.61,59.93,42.75
세후당기순이익,452.73,343.1,268.21,367.56
소액주주지분,-2.51,-0.4,-0.94,-1.2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,450.22,342.69,267.27,366.36
특별손익항목 총계,-,-,0.1,-12.43
순이익,450.22,342.69,267.38,353.93
당기순이익에 대한 조정 총계,-,-,-,55.33
특별손익항목 제외 보통주주 분배 가능 이익,450.22,342.69,267.27,366.36
희석화에 따른 조정,-,-,-,-
희석 당기순이익,450.22,342.69,267.38,353.93
희석된 가중 평균 주식,290.98,288.64,287.69,286.65
특별손익항목 제외 희석주당순이익,1.55,1.19,0.93,1.28
주당배당금 - 발행 보통주,-,2.47,2.45,2.37
희석 정상주당순이익,1.66,1.44,0.92,1.21
