마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,10981.7,13444.6,14377.9,13452.9
매출,10981.7,13444.6,14377.9,13452.9
기타 매출 총계,-,-,-,-
총매출원가,2109.7,1805.2,1955.4,1816.3
총 이익,8872,11639.4,12422.5,11636.6
총 영업비용,8141,8894.5,7335.3,7564.3
판매/일반/관리 비용 총계,2702.4,2535,2357,2106.3
연구 및 개발,2497,3984.6,2272.7,2597.2
감가상각/무형자산상각,252,255.1,274,381.2
영업이자비용(수익) 순계,7.2,232.9,241.6,185
특별비용(수익),647.3,192.2,272.7,490.6
기타 영업비용 총계,-74.6,-110.5,-38.1,-12.3
영업 이익,2840.7,4550.1,7042.6,5888.6
영업외이자수익(비용) 순계,-1089.9,494.5,137.3,21.5
자산처분이익(손실),-,-,-,-
기타비용 순계,-5.6,2.9,-54,-10.5
세전당기순이익,1745.2,5047.5,7125.9,5899.6
소득세충당금,52.5,992.3,1158,1401.9
세후당기순이익,1692.7,4055.2,5967.9,4497.7
소액주주지분,-171.5,-59.9,-,-43.3
관계회사 주식,34.9,5.3,-79.4,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1556.1,4000.6,5888.5,4454.4
특별손익항목 총계,-,-,-,-23.7
순이익,1556.1,4000.6,5888.5,4430.7
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1556.1,4000.6,5888.5,4454.4
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1556.1,4000.6,5888.5,4430.7
희석된 가중 평균 주식,149.6,161.3,187.4,205.3
특별손익항목 제외 희석주당순이익,10.4,24.8,31.42,21.7
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,14.6,25.85,32.64,23.65
