마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,12980.21,11202.67,12112.15,11171.42
매출,12980.21,11202.67,12112.15,11171.42
기타 매출 총계,-,-,-,-
총매출원가,11026.95,9541.83,10511.9,9691.46
총 이익,1953.26,1660.85,1600.25,1479.96
총 영업비용,12316.69,10600.6,11543.88,10642.4
판매/일반/관리 비용 총계,1155.96,997.17,955.99,857.57
연구 및 개발,-,-,-,-
감가상각/무형자산상각,165.37,76.7,62.09,43.99
영업이자비용(수익) 순계,-44.06,-11.3,13.4,-11.25
특별비용(수익),5.74,-4.52,13.89,49.38
기타 영업비용 총계,6.73,0.72,-,-
영업 이익,663.52,602.07,568.28,529.02
영업외이자수익(비용) 순계,-65.7,-42.56,-65.96,-35.39
자산처분이익(손실),-,-,-,-
기타비용 순계,25.09,11.84,69.97,-35.97
세전당기순이익,622.9,571.35,572.29,457.67
소득세충당금,130.92,119.39,165.47,167.95
세후당기순이익,491.98,451.96,406.81,289.71
소액주주지분,-6.03,-6.36,-4.77,-2.66
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,485.96,445.6,402.04,287.05
특별손익항목 총계,-,-,-,6.29
순이익,485.96,445.6,402.04,293.35
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,485.96,445.6,402.04,287.05
희석화에 따른 조정,-,-,-,-
희석 당기순이익,485.96,445.6,402.04,293.35
희석된 가중 평균 주식,145.37,145.25,147.53,154.23
특별손익항목 제외 희석주당순이익,3.34,3.07,2.73,1.86
주당배당금 - 발행 보통주,0.25,0.2,0.16,-
희석 정상주당순이익,3.63,3.19,2.79,2.06
