마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,71080,67842,69750,67981
총 프리미엄이익,44628,43883,44077,45720
순 투자이익,21395,17117,18868,16166
미실현이익 (손실),-699,1239,1202,593
기타 매출 총계,5756,5603,5603,5502
총 영업비용,62034,60002,62000,60552
"손익,혜택 및 조정,총",49417,47057,47462,48363
정책획득비용 상환,-163,147,-462,-279
판매/일반/관리 비용 총계,7276,7629,8439,8471
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,130,40
기타 영업비용 총계,5504,5169,6431,3957
영업 이익,9046,7840,7750,7429
영업외이자수익(비용) 순계,-920,-913,-955,-1122
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,8126,6927,6795,6307
소득세충당금,1551,1509,886,1179
세후당기순이익,6575,5418,5909,5128
소액주주지분,-21,-11,-10,-5
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6554,5407,5899,5123
특별손익항목 총계,-,-,-,-
순이익,6554,5407,5899,5123
당기순이익에 대한 조정 총계,-201,-216,-178,-141
특별손익항목 제외 보통주주 분배 가능 이익,6353,5191,5721,4982
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6353,5191,5721,4982
희석된 가중 평균 주식,869.4,913.2,944.4,1013.9
특별손익항목 제외 희석주당순이익,7.31,5.68,6.06,4.91
주당배당금 - 발행 보통주,1.9,1.82,1.74,1.66
희석 정상주당순이익,7.35,5.68,6.18,4.95
