마감 기준:,"2022
28/01","2021
29/01","2020
31/01","2019
01/02"
총매출,96250,89597,72148,71309
매출,96250,89597,72148,71309
기타 매출 총계,-,-,-,-
총매출원가,64194,60025,49205,48401
총 이익,32056,29572,22943,22908
총 영업비용,84157,81010,65834,67291
판매/일반/관리 비용 총계,18139,17291,15297,16285
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1662,1399,1262,1477
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),162,2295,70,1128
기타 영업비용 총계,-,-,-,-
영업 이익,12093,8587,6314,4018
영업외이자수익(비용) 순계,-847,-828,-670,-609
자산처분이익(손실),-,-,-,-
기타비용 순계,-38,-20,-21,-15
세전당기순이익,11208,7739,5623,3394
소득세충당금,2766,1904,1342,1078
세후당기순이익,8442,5835,4281,2316
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,8442,5835,4281,2316
특별손익항목 총계,-,-,-,-2
순이익,8442,5835,4281,2314
당기순이익에 대한 조정 총계,-33,-24,-13,-7
특별손익항목 제외 보통주주 분배 가능 이익,8409,5811,4268,2309
희석화에 따른 조정,-,-,-,-
희석 당기순이익,8409,5811,4268,2307
희석된 가중 평균 주식,699,750,778,812
특별손익항목 제외 희석주당순이익,12.03,7.75,5.49,2.84
주당배당금 - 발행 보통주,2.8,2.25,2.06,1.78
희석 정상주당순이익,12.2,10.06,5.55,3.79
