마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,125982,111115,74639,60116
총 프리미엄이익,120318,107370,71714,60116
순 투자이익,-,-,-,-
미실현이익 (손실),-,-,-,-
기타 매출 총계,5664,3745,2925,-
총 영업비용,123952,107990,72888,58658
"손익,혜택 및 조정,총",-,1476,-,51695
정책획득비용 상환,-,-,-,-
판매/일반/관리 비용 총계,18228,15619,10917,8874
감가상각/무형자산상각,770,719,258,211
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1458,609,386,421
기타 영업비용 총계,103496,89567,61327,709
영업 이익,2030,3125,1751,1458
영업외이자수익(비용) 순계,-665,-728,-412,-343
자산처분이익(손실),-,-,-,-
기타비용 순계,448,376,443,253
세전당기순이익,1813,2773,1782,1368
소득세충당금,477,979,473,474
세후당기순이익,1336,1794,1309,894
소액주주지분,11,14,12,6
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1347,1808,1321,900
특별손익항목 총계,-,-,-,-
순이익,1347,1808,1321,900
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1347,1808,1321,900
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1347,1808,1321,900
희석된 가중 평균 주식,590.52,579.13,420.41,398.51
특별손익항목 제외 희석주당순이익,2.28,3.12,3.14,2.26
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,5.97,5.67,4.61,2.95
