마감 기준:,"2021
30/10","2020
31/10","2019
02/11","2018
03/11"
총매출,7318.29,5603.06,5991.06,6224.69
매출,7318.29,5603.06,5991.06,6224.69
기타 매출 총계,-,-,-,-
총매출원가,2793.27,1912.58,1977.32,1974.29
총 이익,4525.01,3690.48,4013.75,4250.4
총 영업비용,5841.23,4104.81,4280.46,4325.1
판매/일반/관리 비용 총계,782.52,639.82,648.09,695.54
연구 및 개발,1296.13,1050.52,1130.35,1165.05
감가상각/무형자산상각,536.81,429.45,429.04,428.9
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),432.51,72.44,95.66,61.32
기타 영업비용 총계,-,-,-,-
영업 이익,1477.05,1498.24,1710.61,1899.59
영업외이자수익(비용) 순계,-183.6,-189,-218.85,-244.21
자산처분이익(손실),-,-,-,-
기타비용 순계,35.27,2.37,-6.03,-0.07
세전당기순이익,1328.71,1311.62,1485.73,1655.31
소득세충당금,-61.71,90.86,122.72,94.33
세후당기순이익,1390.42,1220.76,1363.01,1560.98
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1390.42,1220.76,1363.01,1560.98
특별손익항목 총계,-,-,-,-54
순이익,1390.42,1220.76,1363.01,1506.98
당기순이익에 대한 조정 총계,-,-,-3.23,-5.91
특별손익항목 제외 보통주주 분배 가능 이익,1390.42,1220.76,1359.78,1555.07
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1390.42,1220.76,1359.78,1501.07
희석된 가중 평균 주식,401.29,371.97,372.87,374.94
특별손익항목 제외 희석주당순이익,3.46,3.28,3.65,4.15
주당배당금 - 발행 보통주,2.69,2.4,2.1,1.89
희석 정상주당순이익,4.17,3.46,3.88,4.3
