마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,7730.3,6658.2,6964.3,7014.6
매출,7730.3,6658.2,6964.3,7014.6
기타 매출 총계,-,-,-,-
총매출원가,5857.3,5271.9,5320.3,5369.3
총 이익,1873,1386.3,1644,1645.3
총 영업비용,6547.8,5934.3,5910.6,5946.9
판매/일반/관리 비용 총계,576.8,539.6,557.6,536.4
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),100.8,117.7,26,34.5
기타 영업비용 총계,12.9,5.1,6.7,6.7
영업 이익,1182.5,723.9,1053.7,1067.7
영업외이자수익(비용) 순계,-93.5,-93.5,-123.7,-91.9
자산처분이익(손실),-,-,-,-
기타비용 순계,19.7,2.3,-13,-5.3
세전당기순이익,1108.7,632.7,917,970.5
소득세충당금,267.6,171.7,220.6,234.5
세후당기순이익,841.1,461,696.4,736
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,841.1,461,696.4,736
특별손익항목 총계,-,-,-,2
순이익,841.1,461,696.4,738
당기순이익에 대한 조정 총계,-6.4,-3.6,-5.2,-5.7
특별손익항목 제외 보통주주 분배 가능 이익,834.7,457.4,691.2,730.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,834.7,457.4,691.2,732.3
희석된 가중 평균 주식,94.5,94.4,94.1,93.9
특별손익항목 제외 희석주당순이익,8.83,4.85,7.35,7.78
주당배당금 - 발행 보통주,4,3.16,3.16,2.84
희석 정상주당순이익,9.72,5.75,7.56,8.06
