마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6635.54,5998.55,5562.14,5071.65
매출,6635.54,5998.55,5562.14,5071.65
기타 매출 총계,-,-,-,-
총매출원가,3472.42,3074.34,2810.18,2605.47
총 이익,3163.11,2924.2,2751.96,2466.18
총 영업비용,5642.5,5091.42,4445.33,4145.65
판매/일반/관리 비용 총계,2043.03,1809.34,1586.06,1460.4
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-41.26,-
특별비용(수익),127.05,207.74,49.09,79.78
기타 영업비용 총계,-,-,-,-
영업 이익,993.04,907.12,1116.81,926.01
영업외이자수익(비용) 순계,-333.44,-397.81,-415.05,-507.01
자산처분이익(손실),-,-,-,-
기타비용 순계,-50.65,6.91,-9.16,14.04
세전당기순이익,608.95,516.23,692.6,433.04
소득세충당금,109.22,146.15,185.35,74.18
세후당기순이익,499.73,370.07,507.25,358.86
소액주주지분,0.46,-0.3,0.2,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,500.19,369.78,507.45,358.86
특별손익항목 총계,-,-,-,6.5
순이익,500.19,369.78,507.45,365.36
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,500.19,369.78,507.45,358.86
희석화에 따른 조정,-,-,-,-
희석 당기순이익,500.19,369.78,507.45,365.36
희석된 가중 평균 주식,90.41,88.41,84.68,80.2
특별손익항목 제외 희석주당순이익,5.53,4.18,5.99,4.47
주당배당금 - 발행 보통주,11.27,10.44,9.66,8.84
희석 정상주당순이익,6.97,5.87,6.42,5.3
