마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2308.83,2083.14,2014.64,1865.69
매출,2308.83,2083.14,2014.64,1865.69
기타 매출 총계,-,-,-,-
총매출원가,545.48,476.53,493.03,468.8
총 이익,1763.35,1606.61,1521.61,1396.9
총 영업비용,1565.84,1468.91,1431.61,1335.97
판매/일반/관리 비용 총계,220.03,194.27,192.72,142.53
연구 및 개발,-,-,-,-
감가상각/무형자산상각,700.16,721.97,697.08,672.11
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),100.17,76.14,48.79,52.54
기타 영업비용 총계,-,-,-,-
영업 이익,742.99,614.23,583.03,529.72
영업외이자수익(비용) 순계,-416.14,-409.82,-410.19,-392.42
자산처분이익(손실),-,-,-,-
기타비용 순계,-74.28,-222.16,14.05,-85.62
세전당기순이익,252.56,-17.75,186.89,51.68
소득세충당금,14.94,-41.8,39.6,10.27
세후당기순이익,237.62,24.05,147.28,41.41
소액주주지분,-,0.06,-0.29,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,237.62,24.1,146.99,41.41
특별손익항목 총계,-,-,-,6.04
순이익,237.62,24.1,146.99,47.45
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,237.62,24.1,146.99,41.41
희석화에 따른 조정,-,-,-,-
희석 당기순이익,237.62,24.1,146.99,47.45
희석된 가중 평균 주식,111.18,113.47,114.69,116.52
특별손익항목 제외 희석주당순이익,2.14,0.21,1.28,0.36
주당배당금 - 발행 보통주,2.32,1.86,0.74,-
희석 정상주당순이익,2.99,0.65,1.62,0.72
