마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2043.54,1695.39,1557.8,1433.98
매출,2043.54,1695.39,1557.8,1433.98
기타 매출 총계,-,-,-,-
총매출원가,358.68,291.7,294.96,287.33
총 이익,1684.86,1403.69,1262.84,1146.65
총 영업비용,1008.12,855.63,802.1,747.09
판매/일반/관리 비용 총계,391.08,331.12,329.39,292.81
연구 및 개발,111.56,101.05,98.33,81.41
감가상각/무형자산상각,109.49,86.75,79.41,85.53
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),37.3,45,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,1035.42,839.76,755.7,686.9
영업외이자수익(비용) 순계,-158.12,-151.29,-131.64,-113.44
자산처분이익(손실),-,-,-,-
기타비용 순계,-19.17,-2.25,-20.75,56.44
세전당기순이익,858.14,686.23,603.32,629.9
소득세충당금,132.15,90.7,39.67,133.21
세후당기순이익,725.98,595.52,563.65,496.69
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,725.98,595.52,563.65,496.69
특별손익항목 총계,-,6.3,-,11.2
순이익,725.98,601.82,563.65,507.88
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,725.98,595.52,563.65,496.69
희석화에 따른 조정,-,-,-,-
희석 당기순이익,725.98,601.82,563.65,507.88
희석된 가중 평균 주식,83.48,84.52,85.54,89.7
특별손익항목 제외 희석주당순이익,8.7,7.05,6.59,5.54
주당배당금 - 발행 보통주,3.64,2.92,2.52,1.92
희석 정상주당순이익,9.14,7.51,6.59,5.54
