마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,13926.88,11036.08,10212.96,10188.33
매출,13926.88,11036.08,10212.96,10188.33
기타 매출 총계,-,-,-,-
총매출원가,10144.46,8257.93,7815.57,7814.92
총 이익,3782.42,2778.15,2397.39,2373.41
총 영업비용,11417.04,9307.39,8873.38,8840.79
판매/일반/관리 비용 총계,1208.7,1011.44,1044.34,1012.02
연구 및 개발,-,-,-,-
감가상각/무형자산상각,16.5,19.68,14.2,13.8
영업이자비용(수익) 순계,-18.65,-4.47,-16.9,-9.66
특별비용(수익),73.75,32.58,18.04,17.23
기타 영업비용 총계,-7.72,-9.78,-1.86,-7.52
영업 이익,2509.84,1728.69,1339.58,1347.54
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2509.84,1728.69,1339.58,1347.54
소득세충당금,563.52,321.86,322.88,325.52
세후당기순이익,1946.32,1406.84,1016.7,1022.02
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1946.32,1406.84,1016.7,1022.02
특별손익항목 총계,-,-,-,-
순이익,1946.32,1406.84,1016.7,1022.02
당기순이익에 대한 조정 총계,-16.34,-12.45,-10.37,-11.19
특별손익항목 제외 보통주주 분배 가능 이익,1929.98,1394.38,1006.33,1010.83
희석화에 따른 조정,0.04,0.04,0.03,0.04
희석 당기순이익,1930.02,1394.42,1006.36,1010.88
희석된 가중 평균 주식,259.93,269.41,275.3,284.87
특별손익항목 제외 희석주당순이익,7.43,5.18,3.66,3.55
주당배당금 - 발행 보통주,0.56,0.48,0.44,0.36
희석 정상주당순이익,7.65,5.27,3.71,3.59
