마감 기준:,"2021
28/08","2020
29/08","2019
31/08","2018
25/08"
총매출,14629.58,12631.97,11863.74,11221.08
매출,14629.58,12631.97,11863.74,11221.08
기타 매출 총계,-,-,-,-
총매출원가,6911.8,5861.21,5498.74,5247.33
총 이익,7717.78,6770.75,6365,5973.75
총 영업비용,11685.06,10214.29,9647.61,9410.22
판매/일반/관리 비용 총계,4730.26,4269.17,3778.91,3817.81
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,369.96,345.08
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),43,83.9,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,2944.53,2417.68,2216.14,1810.86
영업외이자수익(비용) 순계,-195.34,-201.16,-184.8,-174.53
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2749.19,2216.51,2031.33,1636.33
소득세충당금,578.88,483.54,422.91,489.79
세후당기순이익,2170.31,1732.97,1608.42,1146.54
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2170.31,1732.97,1608.42,1146.54
특별손익항목 총계,-,-,8.8,191
순이익,2170.31,1732.97,1617.22,1337.54
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2170.31,1732.97,1608.42,1146.54
희석화에 따른 조정,-,-,0.12,-
희석 당기순이익,2170.31,1732.97,1617.22,1337.54
희석된 가중 평균 주식,22.8,24.09,25.5,27.42
특별손익항목 제외 희석주당순이익,95.19,71.93,63.08,41.81
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,96.68,74.65,63.08,41.81
