마감 기준:,"2021
31/05","2020
31/05","2019
31/05","2018
31/05"
총매출,7116.34,7085.12,6892.3,6476.63
매출,7116.34,7085.12,6892.3,6476.63
기타 매출 총계,-,-,-,-
총매출원가,3801.69,3851.37,3763.72,3568.11
총 이익,3314.65,3233.75,3128.59,2908.52
총 영업비용,5730.85,5922.42,5758.77,5526.8
판매/일반/관리 비용 총계,1818.66,1938.05,1980.64,1916.79
연구 및 개발,-,-,-,-
감가상각/무형자산상각,22.3,21.5,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),5.1,33.7,14.41,41.9
기타 영업비용 총계,83.1,77.8,-,-
영업 이익,1385.49,1162.7,1133.53,949.83
영업외이자수익(비용) 순계,-97.74,-104.41,-31.14,-108.83
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1287.75,1058.29,1102.4,841
소득세충당금,176.78,181.93,218.5,218.52
세후당기순이익,1110.97,876.36,883.9,622.48
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1110.97,876.36,883.9,622.48
특별손익항목 총계,-,-0.32,1.08,220.1
순이익,1110.97,876.04,884.98,842.59
당기순이익에 대한 조정 총계,-7.62,-8.16,-9.57,-11.79
특별손익항목 제외 보통주주 분배 가능 이익,1103.35,868.2,874.34,610.69
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1103.35,867.88,875.41,830.79
희석된 가중 평균 주식,107.71,107.01,109.5,109.81
특별손익항목 제외 희석주당순이익,10.24,8.11,7.99,5.56
주당배당금 - 발행 보통주,4.26,2.55,2.05,1.62
희석 정상주당순이익,10.28,8.37,8.09,5.84
