마감 기준:,"2021
01/10","2020
02/10","2019
27/09","2018
28/09"
총매출,14092.63,13566.98,12737.87,10579.77
매출,14092.63,13566.98,12737.87,10579.77
기타 매출 총계,-,-,-,-
총매출원가,11048.86,10980.31,10260.84,8421.22
총 이익,3043.77,2586.67,2477.03,2158.55
총 영업비용,13365.94,13031,12333.02,10192.33
판매/일반/관리 비용 총계,1922.25,1725.6,1740.08,1771.11
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,75.9,-,-,-
특별비용(수익),331.29,325.1,332.1,211.77
기타 영업비용 총계,-12.36,-,-,-
영업 이익,726.69,535.97,404.85,387.44
영업외이자수익(비용) 순계,15.09,-57.48,-74.36,-67.78
자산처분이익(손실),-,-,-,-
기타비용 순계,-46.18,-37.29,20.47,11.31
세전당기순이익,695.6,441.2,350.96,330.98
소득세충당금,274.78,55.32,0.49,65.66
세후당기순이익,420.82,385.88,350.47,265.33
소액주주지분,46.2,-32.02,-23.05,-9.53
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,467.02,353.86,327.43,255.79
특별손익항목 총계,10.01,137.96,519.76,-93.17
순이익,477.03,491.82,847.18,162.62
당기순이익에 대한 조정 총계,-57.31,-0.07,-0.41,-
특별손익항목 제외 보통주주 분배 가능 이익,409.71,353.79,327.01,255.79
희석화에 따른 조정,-,-,-,-
희석 당기순이익,419.72,491.75,846.77,162.62
희석된 가중 평균 주식,131.27,132.72,139.21,137.54
특별손익항목 제외 희석주당순이익,3.12,2.67,2.35,1.86
주당배당금 - 발행 보통주,0.82,0.74,0.66,0.6
희석 정상주당순이익,4.65,4.81,4.73,1.86
