마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,8316,7241.7,7523.1,7679.5
매출,8228.8,7179.5,7430.2,7632.9
기타 매출 총계,87.2,62.2,92.9,46.6
총매출원가,3311,2319.5,2668,2940
총 영업비용,6637.4,5574,5991.7,6211.1
연료비,-,-,-,-
운영 및 유지,2005.5,2032.2,2184.8,2270.5
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1074.3,975.9,926.3,845.8
영업이자비용(수익) 순계,-,-,10.8,-42.1
특별비용(수익),36.3,38.4,-,-
기타 영업비용 총계,210.3,208,201.8,196.9
영업 이익,1678.6,1667.7,1531.4,1468.4
영업외이자수익(비용) 순계,-274.5,-305.2,-352.7,-308.4
자산처분이익(손실),-,-,-,-
기타비용 순계,76.7,45.9,66.6,55.1
세전당기순이익,1498.8,1429.3,1259.7,1230.3
소득세충당금,200.3,227.9,125,169.8
세후당기순이익,1298.5,1201.4,1134.7,1060.5
소액주주지분,3,-0.3,0.5,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1301.5,1201.1,1135.2,1060.5
특별손익항목 총계,-,-,-,-
순이익,1301.5,1201.1,1135.2,1060.5
당기순이익에 대한 조정 총계,-1.2,-1.2,-1.2,-1.2
특별손익항목 제외 보통주주 분배 가능 이익,1300.3,1199.9,1134,1059.3
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1300.3,1199.9,1134,1059.3
희석된 가중 평균 주식,316.3,316.5,316.7,316.9
특별손익항목 제외 희석주당순이익,4.11,3.79,3.58,3.34
주당배당금 - 발행 보통주,2.71,2.53,2.36,2.21
희석 정상주당순이익,4.21,3.89,3.58,3.34
