마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,70934,57033,65122,63271
총 프리미엄이익,48623,43510,47681,44839
순 투자이익,18309,17394,17585,16176
미실현이익 (손실),4002,-3871,-144,2256
기타 매출 총계,-,-,-,-
총 영업비용,61553,57356,60037,58437
"손익,혜택 및 조정,총",41940,39597,41700,42600
정책획득비용 상환,2097,2221,2332,2273
판매/일반/관리 비용 총계,16456,15538,15690,13285
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),1060,-,315,279
기타 영업비용 총계,-,-,-,-
영업 이익,9381,-323,5085,4834
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,9381,-323,5085,4834
소득세충당금,1674,68,947,975
세후당기순이익,7707,-391,4138,3859
소액주주지분,-70,-228,-52,-14
관계회사 주식,87,96,100,76
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,7724,-523,4186,3921
특별손익항목 총계,-,149,-,153
순이익,7724,-374,4186,4074
당기순이익에 대한 조정 총계,-115,-21,-46,-48
특별손익항목 제외 보통주주 분배 가능 이익,7609,-544,4140,3873
희석화에 따른 조정,-,-,12,22
희석 당기순이익,7609,-395,4152,4048
희석된 가중 평균 주식,390.1,395.8,410.9,426.2
특별손익항목 제외 희석주당순이익,19.51,-1.37,10.1,9.14
주당배당금 - 발행 보통주,4.6,4.4,4,3.6
희석 정상주당순이익,19.93,-0.06,10.73,9.66
