마감 기준:,"2021
25/12","2020
26/12","2019
28/12","2018
29/12"
총매출,79024,77867,71965,70848
매출,79024,77867,71965,70848
기타 매출 총계,-,-,-,-
총매출원가,35209,34255,29825,27111
총 이익,43815,43612,42140,43737
총 영업비용,59564,54183,49930,47532
판매/일반/관리 비용 총계,6334,5975,6150,6750
연구 및 개발,15190,13556,13362,13543
감가상각/무형자산상각,209,205,200,200
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),2622,192,393,-72
기타 영업비용 총계,-,-,-,-
영업 이익,19460,23684,22035,23316
영업외이자수익(비용) 순계,2276,1547,1533,-155
자산처분이익(손실),-,-,-,-
기타비용 순계,-33,-153,490,156
세전당기순이익,21703,25078,24058,23317
소득세충당금,1835,4179,3010,2564
세후당기순이익,19868,20899,21048,20753
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,19868,20899,21048,20753
특별손익항목 총계,-,-,-,300
순이익,19868,20899,21048,21053
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,19868,20899,21048,20753
희석화에 따른 조정,-,-,-,-
희석 당기순이익,19868,20899,21048,21053
희석된 가중 평균 주식,4090,4232,4473,4701
특별손익항목 제외 희석주당순이익,4.86,4.94,4.71,4.41
주당배당금 - 발행 보통주,1.39,1.32,1.26,1.2
희석 정상주당순이익,5.47,5.37,5.09,4.4
